cellname	file_path	stage	celltype
OrgcE851112	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003393_OrgcE851112.pairs.gz	E85	endoderm
OrgcE851114	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003395_OrgcE851114.pairs.gz	E85	early mesenchyme
OrgcE851115	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003396_OrgcE851115.pairs.gz	E85	epithelial cells
OrgcE851116	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003397_OrgcE851116.pairs.gz	E85	NMP
OrgcE851117	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003398_OrgcE851117.pairs.gz	E85	blood
OrgcE851118	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003399_OrgcE851118.pairs.gz	E85	neural tube
OrgcE851119	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003400_OrgcE851119.pairs.gz	E85	neural tube
OrgcE851121	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003402_OrgcE851121.pairs.gz	E85	epithelial cells
OrgcE851122	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003403_OrgcE851122.pairs.gz	E85	blood
OrgcE851123	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003404_OrgcE851123.pairs.gz	E85	early mesenchyme
OrgcE851125	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003406_OrgcE851125.pairs.gz	E85	early mesoderm
OrgcE851126	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003407_OrgcE851126.pairs.gz	E85	neural tube
OrgcE851127	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003408_OrgcE851127.pairs.gz	E85	epithelial cells
OrgcE851128	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003409_OrgcE851128.pairs.gz	E85	neural tube
OrgcE851130	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003411_OrgcE851130.pairs.gz	E85	ExE mesoderm
OrgcE851133	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003413_OrgcE851133.pairs.gz	E85	neural tube
OrgcE851134	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003414_OrgcE851134.pairs.gz	E85	blood
OrgcE851135	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003415_OrgcE851135.pairs.gz	E85	blood
OrgcE851137	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003417_OrgcE851137.pairs.gz	E85	epithelial cells
OrgcE851138	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003418_OrgcE851138.pairs.gz	E85	blood
OrgcE851140	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003420_OrgcE851140.pairs.gz	E85	ExE mesoderm
OrgcE851141	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003421_OrgcE851141.pairs.gz	E85	neural tube
OrgcE851142	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003422_OrgcE851142.pairs.gz	E85	neural ectoderm
OrgcE851144	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003424_OrgcE851144.pairs.gz	E85	neural tube
OrgcE851146	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003425_OrgcE851146.pairs.gz	E85	mitosis
OrgcE851150	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003429_OrgcE851150.pairs.gz	E85	ExE ectoderm
OrgcE851151	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003430_OrgcE851151.pairs.gz	E85	blood
OrgcE851152	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003431_OrgcE851152.pairs.gz	E85	mitosis
OrgcE851153	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003432_OrgcE851153.pairs.gz	E85	blood
OrgcE851157	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003435_OrgcE851157.pairs.gz	E85	blood
OrgcE851159	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003437_OrgcE851159.pairs.gz	E85	ExE mesoderm
OrgcE851162	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003439_OrgcE851162.pairs.gz	E85	epithelial cells
OrgcE851165	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003442_OrgcE851165.pairs.gz	E85	neural ectoderm
OrgcE851167	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003444_OrgcE851167.pairs.gz	E85	epithelial cells
OrgcE851168	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003445_OrgcE851168.pairs.gz	E85	early mesenchyme
OrgcE851169	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003446_OrgcE851169.pairs.gz	E85	epithelial cells
OrgcE851172	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003449_OrgcE851172.pairs.gz	E85	NMP
OrgcE851173	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003450_OrgcE851173.pairs.gz	E85	ExE endoderm
OrgcE851174	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003451_OrgcE851174.pairs.gz	E85	ExE mesoderm
OrgcE851175	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003452_OrgcE851175.pairs.gz	E85	epithelial cells
OrgcE851177	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003454_OrgcE851177.pairs.gz	E85	early mesoderm
OrgcE851179	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003456_OrgcE851179.pairs.gz	E85	blood
OrgcE851181	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003458_OrgcE851181.pairs.gz	E85	NMP
OrgcE851183	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003460_OrgcE851183.pairs.gz	E85	epithelial cells
OrgcE851185	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003462_OrgcE851185.pairs.gz	E85	early mesoderm
OrgcE851187	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003464_OrgcE851187.pairs.gz	E85	endoderm
OrgcE851189	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003466_OrgcE851189.pairs.gz	E85	NMP
OrgcE851190	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003467_OrgcE851190.pairs.gz	E85	ExE endoderm
OrgcE851191	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003468_OrgcE851191.pairs.gz	E85	epithelial cells
OrgcE851192	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003469_OrgcE851192.pairs.gz	E85	ExE endoderm
OrgcE851193	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003470_OrgcE851193.pairs.gz	E85	neural ectoderm
OrgcE851195	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003472_OrgcE851195.pairs.gz	E85	ExE mesoderm
OrgcE851196	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003473_OrgcE851196.pairs.gz	E85	blood
OrgcE851198	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003475_OrgcE851198.pairs.gz	E85	early mesoderm
OrgcE851201	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003478_OrgcE851201.pairs.gz	E85	blood
OrgcE851204	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003481_OrgcE851204.pairs.gz	E85	neural tube
OrgcE851205	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003482_OrgcE851205.pairs.gz	E85	neural tube
OrgcE851206	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003483_OrgcE851206.pairs.gz	E85	ExE mesoderm
OrgcE851208	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003485_OrgcE851208.pairs.gz	E85	blood
OrgcE851209	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003486_OrgcE851209.pairs.gz	E85	neural tube
OrgcE851213	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003490_OrgcE851213.pairs.gz	E85	blood
OrgcE851216	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003493_OrgcE851216.pairs.gz	E85	ExE mesoderm
OrgcE851218	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003495_OrgcE851218.pairs.gz	E85	mitosis
OrgcE851219	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003496_OrgcE851219.pairs.gz	E85	ExE mesoderm
OrgcE851224	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003501_OrgcE851224.pairs.gz	E85	neural tube
OrgcE851225	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003502_OrgcE851225.pairs.gz	E85	NMP
OrgcE851227	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003504_OrgcE851227.pairs.gz	E85	early mesenchyme
OrgcE851228	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003505_OrgcE851228.pairs.gz	E85	ExE mesoderm
OrgcE851229	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003506_OrgcE851229.pairs.gz	E85	ExE mesoderm
OrgcE851233	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003510_OrgcE851233.pairs.gz	E85	intermediate mesoderm
OrgcE851235	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003512_OrgcE851235.pairs.gz	E85	epithelial cells
OrgcE851236	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003513_OrgcE851236.pairs.gz	E85	blood
OrgcE851237	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003514_OrgcE851237.pairs.gz	E85	blood
OrgcE851242	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003517_OrgcE851242.pairs.gz	E85	endoderm
OrgcE851243	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003518_OrgcE851243.pairs.gz	E85	early mesoderm
OrgcE851244	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003519_OrgcE851244.pairs.gz	E85	ExE mesoderm
OrgcE851245	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003520_OrgcE851245.pairs.gz	E85	blood
OrgcE851246	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003521_OrgcE851246.pairs.gz	E85	NMP
OrgcE851247	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003522_OrgcE851247.pairs.gz	E85	ExE endoderm
OrgcE851251	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003526_OrgcE851251.pairs.gz	E85	ExE mesoderm
OrgcE851252	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003527_OrgcE851252.pairs.gz	E85	blood
OrgcE851253	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003528_OrgcE851253.pairs.gz	E85	early mesoderm
OrgcE851254	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003529_OrgcE851254.pairs.gz	E85	intermediate mesoderm
OrgcE851255	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003530_OrgcE851255.pairs.gz	E85	early mesenchyme
OrgcE851259	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003533_OrgcE851259.pairs.gz	E85	early mesoderm
OrgcE851261	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003535_OrgcE851261.pairs.gz	E85	mitosis
OrgcE851262	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003536_OrgcE851262.pairs.gz	E85	NMP
OrgcE851264	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003538_OrgcE851264.pairs.gz	E85	early mesoderm
OrgcE851266	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003540_OrgcE851266.pairs.gz	E85	ExE mesoderm
OrgcE851267	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003541_OrgcE851267.pairs.gz	E85	blood
OrgcE851268	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003542_OrgcE851268.pairs.gz	E85	early mesoderm
OrgcE851269	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003543_OrgcE851269.pairs.gz	E85	epithelial cells
OrgcE851270	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003544_OrgcE851270.pairs.gz	E85	ExE mesoderm
OrgcE851271	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003545_OrgcE851271.pairs.gz	E85	blood
OrgcE851273	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003547_OrgcE851273.pairs.gz	E85	early mesoderm
OrgcE851274	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003548_OrgcE851274.pairs.gz	E85	mitosis
OrgcE851275	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003549_OrgcE851275.pairs.gz	E85	blood
OrgcE851277	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003551_OrgcE851277.pairs.gz	E85	blood
OrgcE851278	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003552_OrgcE851278.pairs.gz	E85	NMP
OrgcE851279	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003553_OrgcE851279.pairs.gz	E85	ExE mesoderm
OrgcE851280	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003554_OrgcE851280.pairs.gz	E85	mitosis
OrgcE851281	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003555_OrgcE851281.pairs.gz	E85	blood
OrgcE851282	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003556_OrgcE851282.pairs.gz	E85	neural tube
OrgcE851283	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003557_OrgcE851283.pairs.gz	E85	early mesoderm
OrgcE851284	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003558_OrgcE851284.pairs.gz	E85	ExE mesoderm
OrgcE851285	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003559_OrgcE851285.pairs.gz	E85	ExE endoderm
OrgcE851286	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003560_OrgcE851286.pairs.gz	E85	NMP
OrgcE851287	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003561_OrgcE851287.pairs.gz	E85	NMP
OrgcE851289	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003562_OrgcE851289.pairs.gz	E85	epithelial cells
OrgcE851291	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003564_OrgcE851291.pairs.gz	E85	neural tube
OrgcE851292	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003565_OrgcE851292.pairs.gz	E85	blood
OrgcE851293	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003566_OrgcE851293.pairs.gz	E85	ExE mesoderm
OrgcE851296	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003569_OrgcE851296.pairs.gz	E85	ExE mesoderm
OrgcE851297	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003570_OrgcE851297.pairs.gz	E85	mitosis
OrgcE851298	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003571_OrgcE851298.pairs.gz	E85	early mesenchyme
OrgcE851299	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003572_OrgcE851299.pairs.gz	E85	ExE endoderm
OrgcE851300	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003573_OrgcE851300.pairs.gz	E85	blood
OrgcE851301	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003574_OrgcE851301.pairs.gz	E85	blood
OrgcE851303	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003576_OrgcE851303.pairs.gz	E85	ExE mesoderm
OrgcE851304	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003577_OrgcE851304.pairs.gz	E85	epithelial cells
OrgcE851308	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003581_OrgcE851308.pairs.gz	E85	early mesoderm
OrgcE851309	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003582_OrgcE851309.pairs.gz	E85	mitosis
OrgcE851310	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003583_OrgcE851310.pairs.gz	E85	early mesenchyme
OrgcE851313	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003586_OrgcE851313.pairs.gz	E85	neural ectoderm
OrgcE851314	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003587_OrgcE851314.pairs.gz	E85	neural tube
OrgcE851315	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003588_OrgcE851315.pairs.gz	E85	blood
OrgcE851317	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003590_OrgcE851317.pairs.gz	E85	mitosis
OrgcE851318	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003591_OrgcE851318.pairs.gz	E85	blood
OrgcE851320	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003593_OrgcE851320.pairs.gz	E85	blood
OrgcE851324	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003596_OrgcE851324.pairs.gz	E85	ExE mesoderm
OrgcE851325	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003597_OrgcE851325.pairs.gz	E85	NMP
OrgcE851331	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003603_OrgcE851331.pairs.gz	E85	blood
OrgcE851332	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003604_OrgcE851332.pairs.gz	E85	epithelial cells
OrgcE851335	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003606_OrgcE851335.pairs.gz	E85	early mesenchyme
OrgcE851336	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003607_OrgcE851336.pairs.gz	E85	mitosis
OrgcE851337	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003608_OrgcE851337.pairs.gz	E85	early mesenchyme
OrgcE851338	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003609_OrgcE851338.pairs.gz	E85	epithelial cells
OrgcE851340	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003611_OrgcE851340.pairs.gz	E85	ExE endoderm
OrgcE851341	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003612_OrgcE851341.pairs.gz	E85	epithelial cells
OrgcE851342	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003613_OrgcE851342.pairs.gz	E85	blood
OrgcE851343	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003614_OrgcE851343.pairs.gz	E85	early mesoderm
OrgcE851344	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003615_OrgcE851344.pairs.gz	E85	mitosis
OrgcE851345	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003616_OrgcE851345.pairs.gz	E85	neural ectoderm
OrgcE851347	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003618_OrgcE851347.pairs.gz	E85	neural tube
OrgcE851348	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003619_OrgcE851348.pairs.gz	E85	ExE mesoderm
OrgcE851349	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003620_OrgcE851349.pairs.gz	E85	early mesenchyme
OrgcE851351	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003622_OrgcE851351.pairs.gz	E85	blood
OrgcE851352	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003623_OrgcE851352.pairs.gz	E85	early mesenchyme
OrgcE851354	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003625_OrgcE851354.pairs.gz	E85	ExE mesoderm
OrgcE851355	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003626_OrgcE851355.pairs.gz	E85	ExE endoderm
OrgcE851356	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003627_OrgcE851356.pairs.gz	E85	ExE ectoderm
OrgcE851357	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003628_OrgcE851357.pairs.gz	E85	NMP
OrgcE851359	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003630_OrgcE851359.pairs.gz	E85	neural tube
OrgcE851362	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003632_OrgcE851362.pairs.gz	E85	blood
OrgcE851363	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003633_OrgcE851363.pairs.gz	E85	neural tube
OrgcE851366	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003636_OrgcE851366.pairs.gz	E85	neural tube
OrgcE851368	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003638_OrgcE851368.pairs.gz	E85	ExE endoderm
OrgcE851371	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003641_OrgcE851371.pairs.gz	E85	intermediate mesoderm
OrgcE851373	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003642_OrgcE851373.pairs.gz	E85	epithelial cells
OrgcE851374	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003643_OrgcE851374.pairs.gz	E85	early mesoderm
OrgcE851375	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003644_OrgcE851375.pairs.gz	E85	epithelial cells
OrgcE851379	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003648_OrgcE851379.pairs.gz	E85	endoderm
OrgcE851381	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003650_OrgcE851381.pairs.gz	E85	epithelial cells
OrgcE851382	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003651_OrgcE851382.pairs.gz	E85	early mesenchyme
OrgcE851383	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003652_OrgcE851383.pairs.gz	E85	blood
OrgcE851384	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003653_OrgcE851384.pairs.gz	E85	mitosis
OrgcE952002	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003655_OrgcE952002.pairs.gz	E95	notochord
OrgcE952007	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003659_OrgcE952007.pairs.gz	E95	intermediate mesoderm
OrgcE952010	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003662_OrgcE952010.pairs.gz	E95	ExE endoderm
OrgcE952012	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003664_OrgcE952012.pairs.gz	E95	blood
OrgcE952013	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003665_OrgcE952013.pairs.gz	E95	early mesenchyme
OrgcE952017	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003669_OrgcE952017.pairs.gz	E95	NMP
OrgcE952019	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003671_OrgcE952019.pairs.gz	E95	neural tube
OrgcE952022	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003674_OrgcE952022.pairs.gz	E95	early mesenchyme
OrgcE952025	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003677_OrgcE952025.pairs.gz	E95	epithelial cells
OrgcE952026	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003678_OrgcE952026.pairs.gz	E95	oligodendrocytes and progenitors
OrgcE952029	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003680_OrgcE952029.pairs.gz	E95	mix late mesenchyme
OrgcE952035	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003686_OrgcE952035.pairs.gz	E95	intermediate mesoderm
OrgcE952037	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003688_OrgcE952037.pairs.gz	E95	neural tube
OrgcE952039	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003690_OrgcE952039.pairs.gz	E95	early mesenchyme
OrgcE952045	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7003696_OrgcE952045.pairs.gz	E95	radial glias
